,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
3676,175,Dawson Shores,Ashley,Stevens,71,Head,Widowed,Male,"Retired Therapist, sports",None,Christian
3677,176,Dawson Shores,Karl,Owen,32,Head,Divorced,Male,Television floor manager,None,None
3678,177,Dawson Shores,Julia,Turner,69,Head,Widowed,Female,Retired Mental health nurse,None,Methodist
3679,178,Dawson Shores,Pauline,Baker,73,Head,Widowed,Female,Retired Commercial/residential surveyor,None,None
3680,178,Dawson Shores,Rosie,Baker,41,Daughter,Single,Female,Government social research officer,None,None
3681,178,Dawson Shores,Ellie,Baker,33,Daughter,Single,Female,"Conservator, museum/gallery",None,None
3682,179,Dawson Shores,Tracey,Johnson,73,Head,Married,Female,"Retired Radiographer, diagnostic",None,None
3683,179,Dawson Shores,Joel,Johnson,74,Husband,Married,Male,Unemployed,None,None
3684,180,Dawson Shores,Tom,Adams,21,Head,Single,Male,University Student,None,Christian
3685,181,Dawson Shores,Rachael,Gilbert,39,Head,Single,Female,Environmental manager,None,None
3686,181,Dawson Shores,Rita,Gilbert,12,Daughter,NA,Female,Student,None,NA
3687,182,Dawson Shores,Sheila,White,35,Head,Widowed,Female,Unemployed,None,None
3688,182,Dawson Shores,Sandra,White,8,Daughter,NA,Female,Student,None,NA
3689,183,Dawson Shores,Helen,Ward,68,Head,Widowed,Female,"Retired Biochemist, clinical",None,Christian
3690,184,Dawson Shores,Danny,Wright,45,Head,Single,Male,Theatre manager,None,Methodist
3691,185,Dawson Shores,Clifford,Taylor,39,Head,Single,Male,Sport and exercise psychologist,None,Christian
3692,185,Dawson Shores,Edward,McCarthy,10,Son,NA,Male,Student,None,NA
3693,186,Dawson Shores,Rosie,Barnes,43,Head,Single,Female,Prison officer,None,Methodist
3694,186,Dawson Shores,Ronald,Hamilton,56,None,Single,Male,Comptroller,None,Christian
3695,186,Dawson Shores,Frederick,Ahmed,27,None,Single,Male,Newspaper journalist,None,Muslim
3696,186,Dawson Shores,Harry,Griffin,62,None,Single,m,Estate manager/land agent,None,Methodist
3697,187,Dawson Shores,Clare,Wood,55,Head,Single,Female,Unemployed,None,Christian
3698,188,Dawson Shores,Gregory,Hayward,65,Head,Widowed,Male,Naval architect,None,Christian
3699,189,Dawson Shores,Russell,Johnson,68,Head,Widowed,Male,Retired Child psychotherapist,None,None
3700,190,Dawson Shores,Richard,Thomas,83,Head,Widowed,M,Retired Armed forces logistics/support/administrative officer,None,Christian
3701,1,Weston Lane,Louise,Newton,58,Head,Single,Female,"Embryologist, clinical",None,None
3702,1,Weston Lane,Kayleigh,Butler,48,None,Single,Female,"Nurse, children's",None,None
3703,2,Weston Lane,Joanne,Potts,19,Head,Married,Female,University Student,None,None
3704,2,Weston Lane,Charles,Potts,28,Husband,Married,Male,Pathologist,None,None
3705,3,Weston Lane,Lynda,Jones,56,Head,Married,Female,"Optician, dispensing",None,Christian
3706,3,Weston Lane,Christopher,Jones-Young,64,Husband,Married,M,Equities trader,None,Christian
3707,3,Weston Lane,Mark,Jones-Young,24,Son,Single,Male,Early years teacher,None,Christian
3708,3,Weston Lane,Stewart,Jones-Young,22,Son,Single,Male,University Student,None,Christian
3709,3,Weston Lane,Shaun,Richardson,0,Son,NA,Male,Child,None,NA
3710,4,Weston Lane,Denise,Evans,52,Head,Married,Female,"Geneticist, molecular",None,Methodist
3711,4,Weston Lane,Peter,Evans,56,Husband,Married,m,Physiological scientist,None,None
3712,4,Weston Lane,Ricky,Evans,20,Son,Single,Male,University Student,None,None
3713,5,Weston Lane,Jade,Lamb,45,Head,Single,Female,Unemployed,None,Catholic
3714,5,Weston Lane,Lindsey,Taylor,22,None,Single,Female,University Student,None,None
3715,5,Weston Lane,Sylvia,Talbot,32,None,Single,Female,Interpreter,None,Christian
3716,6,Weston Lane,Kimberley,Mitchell,22,Head,Single,Female,University Student,None,Christian
3717,6,Weston Lane,Samantha,Jones,21,None,Single,Female,University Student,None,NA
3718,6,Weston Lane,Kayleigh,Rees,22,None,Single,Female,University Student,None,Christian
3719,6,Weston Lane,Gillian,Rose,18,None,Single,Female,University Student,None,Christian
3720,7,Weston Lane,Sara,Hussain,37,Head,Married,Female,NA,None,Christian
3721,7,Weston Lane,Matthew,Hussain,36,Husband,Married,Male,Engineering geologist,None,Christian
3722,7,Weston Lane,Bethany,Hussain,6,Daughter,NA,Female,Student,None,NA
3723,8,Weston Lane,June,Smith,64,Head,Divorced,Female,Unemployed,None,None
3724,8,Weston Lane,Lee,Smith,35,Son,Single,Male,"Social research officer, government",None,None
3725,8,Weston Lane,Holly,Smith,32,Daughter,Divorced,Female,Physiological scientist,None,None
3726,9,Weston Lane,Kevin,Reeves,76,Head,Widowed,Male,"Retired Engineer, petroleum",None,Catholic
3727,9,Weston Lane,Jacob,Ward,23,Grandson,Single,Male,"Teacher, early years/pre",None,None
3728,9,Weston Lane,Shannon,Jones,20,Granddaughter,Divorced,Female,University Student,None,Catholic
3729,1,Smith Lights,Derek,Lee,29,Head,Single,Male,Occupational hygienist,None,Methodist
3730,2,Smith Lights,Mary,Sinclair,78,Head,Widowed,Female,Retired Technical author,None,Christian
3731,3,Smith Lights,Bethan,Marshall,18,Head,Married,Female,Student,None,NA
3732,3,Smith Lights,Charles,Marshall,19,Husband,Married,Male,Commissioning editor,None,None
3733,4,Smith Lights,Gemma,Scott,52,Head,Married,Female,Race relations officer,None,Christian
3734,4,Smith Lights,Jeffrey,Scott,55,Husband,Married,Male,Hydrogeologist,None,Christian
3735,4,Smith Lights,Ben,Scott,21,Son,Divorced,Male,University Student,None,Christian
3736,5,Smith Lights,Jack,Elliott,64,Head,Single,Male,Senior tax professional/tax inspector,None,Christian
3737,5,Smith Lights,Keith,Morris,62,None,Single,Male,Communications engineer,None,None
3738,5,Smith Lights,Eleanor,Williams,62,None,Single,Female,Unemployed,None,Christian
3739,6,Smith Lights,Jacqueline,Mills,46,Head,Married,Female,Furniture designer,None,Catholic
3740,6,Smith Lights,Damian,Mills,47,Husband,Married,Male,Chief Operating Officer,None,Catholic
3741,6,Smith Lights,Lynn,Mills,15,Daughter,NA,Female,Student,None,NA
3742,7,Smith Lights,Diane,Henry,23,Head,Single,Female,"Chemist, analytical",None,None
3743,8,Smith Lights,Bryan,Gardner,33,Head,Single,Male,Games developer,None,Catholic
3744,9,Smith Lights,Hayley,Owen,46,Head,Single,Female,Travel agency manager,None,Christian
3745,9,Smith Lights,Joel,Owen,17,Son,NA,Male,Student,None,NA
3746,9,Smith Lights,Jayne,Owen,17,Daughter,NA,Female,Student,None,NA
3747,9,Smith Lights,Bethan,Owen,14,Daughter,NA,Female,Student,None,NA
3748,10,Smith Lights,Kenneth,Nicholls,24,Head,Divorced,Male,"Sound technician, broadcasting/film/video",None,Sikh
3749,11,Smith Lights,Carly,Bird,74,Head,Divorced,Female,"Retired Scientist, research (maths)",None,Methodist
3750,12,Smith Lights,Arthur,Law,67,Head,Widowed,Male,Unemployed,None,None
3751,13,Smith Lights,Megan,Foster,58,Head,Married,Female,Production engineer,None,Methodist
3752,13,Smith Lights,Karl,Foster,62,Husband,Married,male,Telecommunications researcher,None,Methodist
3753,14,Smith Lights,Debra,Reed,45,Head,Married,Female,Haematologist,None,Methodist
3754,14,Smith Lights,Graham,Reed,47,Husband,Married,Male,Intelligence analyst,None,None
3755,14,Smith Lights,Holly,Reed,15,Daughter,NA,Female,Student,None,NA
3756,15,Smith Lights,Tina,Gibbs,58,Head,Single,Female,Advice worker,None,None
3757,15,Smith Lights,Brandon,Rees,55,Partner,Single,Male,"Lecturer, higher education",None,None
3758,16,Smith Lights,Martin,Morton,66,Head,Single,Male,Unemployed,None,Christian
3759,17,Smith Lights,Ashleigh,Adams,68,Head,Widowed,Female,Retired Hydrographic surveyor,None,None
3760,18,Smith Lights,Guy,White,84,Head,Divorced,Male,"Retired Administrator, education",None,Christian
3761,19,Smith Lights,Iain,Jones,81,Head,Single,Male,Retired Administrator,None,Methodist
3762,20,Smith Lights,John,Baxter,47,Head,Divorced,Male,"Administrator, Civil Service",None,Christian
3763,21,Smith Lights,Alan,Kennedy,86,Head,Divorced,Male,Retired Industrial buyer,None,Christian
3764,22,Smith Lights,Wendy,Middleton,77,Head,Married,Female,Retired Politician's assistant,None,Christian
3765,22,Smith Lights,Jacob,Middleton,79,Husband,Married,Male,Retired Site engineer,None,None
3766,23,Smith Lights,Wayne,Hawkins,37,Head,Single,Male,English as a second language teacher,None,Christian
3767,23,Smith Lights,Julia,Thorpe,35,Partner,Single,Female,Unemployed,None,Christian
3768,24,Smith Lights,Owen,Reeves,20,Head,Single,Male,University Student,None,Catholic
3769,25,Smith Lights,Lawrence,Robinson,69,Head,Divorced,Male,Retired Logistics and distribution manager,None,Methodist
3770,26,Smith Lights,Alex,Williams,57,Head,Single,Male,Petroleum engineer,None,Catholic
3771,27,Smith Lights,Marion,Leonard,82,Head,Widowed,Female,"Retired Horticulturist, commercial",None,Christian
3772,28,Smith Lights,Rachael,Phillips,19,Head,Single,Female,University Student,None,Catholic
3773,29,Smith Lights,Kayleigh,Hall,NA,Head,Single,Female,Dentist,None,Christian
3774,29,Smith Lights,Malcolm,Cooke,54,Partner,Single,Male,"Engineer, manufacturing systems",None,None
3775,29,Smith Lights,Lisa,Hall,16,Daughter,NA,Female,Student,None,NA
3776,30,Smith Lights,William,Shaw,20,Head,Single,Male,University Student,None,None
3777,31,Smith Lights,Sheila,Sharp,76,Head,Widowed,Female,"Retired Psychologist, prison and probation services",None,Christian
3778,32,Smith Lights,Charles,Atkinson,91,Head,Widowed,Male,Retired Personnel officer,None,Christian
3779,33,Smith Lights,Peter,Dale,91,Head,Widowed,Male,Retired Ranger/warden,None,Sikh
3780,34,Smith Lights,Marc,Pearce,25,Head,Married,Male,"Surveyor, land/geomatics",None,None
3781,34,Smith Lights,Ann,Pearce,24,Wife,Married,Female,Press sub,None,None
3782,35,Smith Lights,Irene,Foster,42,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",NA,Methodist
3783,35,Smith Lights,Lawrence,Foster,46,Husband,Married,Male,Technical brewer,None,Methodist
3784,35,Smith Lights,Helen,Foster,16,Daughter,NA,Female,Student,None,NA
3785,36,Smith Lights,Anna,Baxter,38,Head,Divorced,Female,Press photographer,None,Catholic
3786,37,Smith Lights,Alexander,Wilson,52,Head,Single,Male,Operational investment banker,None,Christian
3787,38,Smith Lights,Mohamed,Jones,52,Head,Single,Male,Trading standards officer,None,None
3788,38,Smith Lights,Sharon,Cooper,48,Partner,Single,Female,Financial controller,None,None
3789,39,Smith Lights,Adam,Young,36,Head,Married,Male,Academic librarian,None,Christian
3790,39,Smith Lights,Teresa,Young,35,Wife,Married,Female,Chief Technology Officer,None,Christian
3791,39,Smith Lights,Rhys,Young,6,Son,NA,Male,Student,None,NA
3792,40,Smith Lights,Joan,Hardy,22,Head,Married,Female,University Student,None,None
3793,40,Smith Lights,Keith,Hardy,19,Husband,Married,Male,University Student,None,None
3794,40,Smith Lights,Georgina,Hardy,1,Daughter,NA,Female,Child,None,NA
3795,41,Smith Lights,Brett,Ward,28,Head,Single,Male,"Scientist, research (maths)",None,Catholic
3796,1,Station Lane,Susan,Jones,50,Head,Married,Female,Retail merchandiser,None,Catholic
3797,1,Station Lane,Josh,Jones,52,Husband,Married,Male,Research scientist (maths),None,Catholic
3798,1,Station Lane,Katie,Jones,13,Daughter,NA,Female,Student,None,NA
3799,1,Station Lane,Victoria,Jones,10,Daughter,NA,Female,Student,None,NA
3800,1,Station Lane,Katie,Jones,8,Daughter,NA,Female,Student,None,NA
3801,2,Station Lane,Leah,King,19,Head,Single,Female,University Student,None,Catholic
3802,2,Station Lane,Adrian,Waters,211,None,Single,m,University Student,None,Christian
3803,2,Station Lane,Abigail,Price,21,None,Single,Female,University Student,None,None
3804,2,Station Lane,Gareth,Clarke,26,None,Single,Male,PhD Student,None,Christian
3805,2,Station Lane,Victoria,Wilson,18,None,Single,Female,University Student,None,Christian
3806,3,Station Lane,Stacey,Barnett,60,Head,Single,Female,Travel agency manager,None,Christian
3807,3,Station Lane,Reece,Potter,48,None,Single,Male,Paediatric nurse,None,Methodist
3808,3,Station Lane,Rita,Lee,43,None,Single,Female,Fashion designer,None,None
3809,3,Station Lane,Rachel,Long,34,None,Single,Female,Agricultural consultant,None,None
3810,4,Station Lane,Catherine,Austin,53,Head,Married,Female,Pension scheme manager,None,Methodist
3811,4,Station Lane,Neil,Austin,51,Husband,Married,Male,"Librarian, academic",None,Methodist
3812,4,Station Lane,Angela,Austin,27,Daughter,Single,Female,"Teacher, music",None,Methodist
3813,4,Station Lane,Kathleen,Austin,24,Daughter,Divorced,Female,"Designer, ceramics/pottery",None,Methodist
3814,4,Station Lane,Michelle,Austin,22,Daughter,Single,Female,Ecologist,None,Methodist
3815,4,Station Lane,Tracy,Austin,15,Daughter,NA,Female,Student,None,NA
3816,1,Davison Courts,Abbie,Day,33,Head,Single,Female,"Engineer, technical sales",None,None
3817,1,Davison Courts,Dylan,Day,13,Son,NA,Male,Student,None,NA
3818,2,Davison Courts,Kerry,Thompson,59,Head,Divorced,Female,Newspaper journalist,None,None
3819,2,Davison Courts,Karen,Thompson,29,Daughter,Single,Female,Operations geologist,None,None
3820,2,Davison Courts,Vanessa,Thompson,28,Daughter,Single,Female,"Scientist, research (maths)",None,None
3821,3,Davison Courts,Vincent,Robinson,65,Head,Widowed,Male,Pathologist,None,Christian
3822,4,Davison Courts,Ben,Conway,72,Head,Single,Male,Retired Multimedia specialist,None,Christian
3823,5,Davison Courts,NA,Phillips,49,Head,Married,Female,Naval architect,None,Catholic
3824,5,Davison Courts,Paul,Phillips,52,Husband,Married,Male,Chief Strategy Officer,None,None
3825,5,Davison Courts,Daniel,Phillips,15,Son,NA,Male,Student,None,NA
3826,6,Davison Courts,Kevin,Smith,27,Head,Single,Male,Stage manager,None,None
3827,6,Davison Courts,Shannon,Murphy,27,Partner,Single,Female,Sales executive,None,None
3828,7,Davison Courts,Rosie,Booth,19,Head,Married,Female,University Student,None,None
3829,7,Davison Courts,Conor,Booth,19,Husband,Married,Male,University Student,None,None
3830,8,Davison Courts,Sandra,Houghton,46,Head,Married,Female,Sports administrator,None,None
3831,8,Davison Courts,Gerard,Houghton,48,Husband,Married,Male,Unemployed,None,None
3832,8,Davison Courts,Olivia,Houghton,16,Daughter,NA,Female,Student,None,NA
3833,9,Davison Courts,Stewart,Connor,60,Head,Married,Male,Legal secretary,None,None
3834,9,Davison Courts,Jacqueline,Connor,56,Wife,Married,Female,Marketing executive,None,None
3835,10,Davison Courts,Charles,Chapman,60,Head,Single,Male,Biomedical engineer,None,Christian
3836,10,Davison Courts,Abbie,Bailey,62,Partner,Single,Female,Production manager,None,Christian
3837,11,Davison Courts,Mohammad,Wilson,32,Head,Married,Male,"Engineer, civil (contracting)",None,None
3838,11,Davison Courts,Diana,Wilson,29,Wife,Married,Female,Ergonomist,None,None
3839,12,Davison Courts,Zoe,Hopkins,26,Head,Divorced,Female,Oceanographer,None,Christian
3840,13,Davison Courts,Arthur,Reed,48,Head,Single,Male,Geoscientist,None,Catholic
3841,14,Davison Courts,Leon,Mistry,57,Head,Single,Male,Cartographer,None,Christian
3842,15,Davison Courts,Dawn,Scott,61,Head,Married,Female,Unemployed,None,Methodist
3843,15,Davison Courts,Sean,Scott,62,Husband,Married,Male,Animal technologist,None,None
3844,16,Davison Courts,Gregory,James,54,Head,Married,Male,NA,None,None
3845,16,Davison Courts,Kayleigh,James,55,Wife,Married,Female,"Scientist, research (medical)",None,None
3846,17,Davison Courts,Jasmine,Adams,62,Head,Married,Female,Oncologist,None,Christian
3847,17,Davison Courts,Shane,Adams,66,Husband,Married,M,Tourist information centre manager,None,Christian
3848,18,Davison Courts,Kieran,Jackson,56,Head,Single,m,Unemployed,None,Christian
3849,19,Davison Courts,Andrea,Barnett,37,Head,Married,Female,Financial controller,None,None
3850,19,Davison Courts,Richard,Barnett,38,Husband,Married,Male,Art therapist,None,None
3851,19,Davison Courts,Rosemary,Barnett,6,Daughter,NA,Female,Student,None,NA
3852,20,Davison Courts,Amber,Bishop,37,Head,Single,Female,Lawyer,None,None
3853,21,Davison Courts,Denis,Williams,44,Head,Single,Male,Tourism officer,None,None
3854,22,Davison Courts,Ruth,Power,75,Head,Widowed,Female,Retired Estate agent,None,Christian
3855,23,Davison Courts,Margaret,Riley,64,Head,Single,Female,"Education officer, museum",None,Christian
3856,23,Davison Courts,Glenn,Johnson,70,Partner,Single,Male,Retired Administrator,None,Christian
3857,24,Davison Courts,Deborah,Power,66,Head,Widowed,Female,Musician,None,Christian
3858,25,Davison Courts,Barbara,Barry,51,Head,Single,Female,Unemployed,None,Christian
3859,25,Davison Courts,Louise,Barry,12,Daughter,NA,Female,Student,None,NA
3860,25,Davison Courts,Tina,Barry,eight,Daughter,NA,Female,Student,None,NA
3861,26,Davison Courts,Frank,White,53,Head,Single,Male,Health visitor,None,None
3862,27,Davison Courts,Ben,Dunn,42,Head,Married,Male,Structural engineer,None,Catholic
3863,27,Davison Courts,Joanne,Dunn,37,Wife,Married,Female,"Engineer, civil (consulting)",None,None
3864,28,Davison Courts,Margaret,Read,86,Head,Widowed,Female,Retired Barista,None,Christian
3865,29,Davison Courts,Alice,Saunders,65,Head,Widowed,Female,"Programme researcher, broadcasting/film/video",None,None
3866,30,Davison Courts,Jean,Akhtar,39,Head,Divorced,Female,Sales promotion account executive,None,None
3867,31,Davison Courts,Yvonne,Robson,35,Head,Married,Female,Horticultural consultant,None,Christian
3868,31,Davison Courts,Graham,Robson,NA,Husband,Married,Male,"Merchandiser, retail",None,None
3869,31,Davison Courts,Kelly,Robson,10,Daughter,NA,Female,Student,None,NA
3870,32,Davison Courts,Dylan,Martin,86,Head,Widowed,Male,Retired Maintenance engineer,None,Christian
3871,33,Davison Courts,Robin,Turner,68,Head,Married,Male,Retired Health service manager,None,Christian
3872,33,Davison Courts,Adam,Turner,64,Husband,Married,Male,"Therapist, nutritional",None,Christian
3873,34,Davison Courts,Chloe,Ross,83,Head,Widowed,Female,Retired Quantity surveyor,None,None
3874,35,Davison Courts,Olivia,Dodd,57,Head,Married,Female,"Psychologist, sport and exercise",None,None
3875,35,Davison Courts,Shaun,Dodd,59,Husband,Married,Male,Operations geologist,None,None
3876,35,Davison Courts,Charles,Dodd,15,Son,NA,Male,Student,None,NA
3877,36,Davison Courts,Billy,Hill,51,Head,Married,Male,Multimedia specialist,None,None
